reading 132311 amplitudes
0, -0
1, -0.00830998
2, 0.108626
3, 0.108757
4, 0.0356212
5, 0.0507093
6, -0.0251816
7, 0.0181954
8, 0.00349131
9, -0.00115283
10, 0.0673057
11, 0.114383
12, -0.0503029
13, 0.0322425
14, 0.0621342
15, -0.0338681
16, -0.167717
17, 0.066365
18, -0.082569
19, 0.0852749
20, 0.0121293
21, 0.373239
22, -0.0102908
23, 0.0741067
24, -0.0331009
25, -0.107178
26, 0.125678
27, -0.0154542
28, 0.0298437
29, 0.0284141
30, -0.137497
31, -0.0935211
32, -0.0102774
33, 0.150472
34, 0.0732052
35, 0.00503316
36, 0.0116834
37, 0.0927823
38, -0.102912
39, 0.000702463
40, 0.0358794
41, 0.0773279
42, -0.052084
43, -0.0251448
44, 0.0417617
45, 0.0150147
46, 0.00722168
47, -0.0763634
48, 0.0535919
49, 0.0558407
50, 0.0200973
51, 0.0280288
52, -0.0120403
53, -0.0377501
54, -0.0855886
55, -0.0769
56, 0.0788019
57, 0.00119705
58, -0.00963128
59, -0.147249
60, 0.0312698
61, -0.000406363
62, 0.224598
63, -0.130442
64, 0.259888
65, 0.218253
66, 0.0589393
67, 0.118199
68, 0.00842234
69, -0.291955
70, -0.764
71, -0.0179996
72, 0.467016
73, -0.105613
74, 0.578429
75, -0.0441153
76, 0.233779
77, 0.212456
78, 0.19232
79, -0.0618247
80, 0.397135
81, 0.3095
82, -0.0771827
83, -0.0692395
84, 0.132202
85, 0.0697813
86, 0.066868
87, -0.0159187
88, 0.0799618
89, 0.344914
90, 0.335171
91, -0.107453
92, 0.250626
93, -0.253324
94, 0.0179713
95, -0.210992
96, 0.624579
97, 0.0713569
98, -0.0863625
99, -0.165161
100, -0.355785
101, -0.251542
102, 0.281194
103, 0.40012
104, -0.163631
105, 0.642622
106, 0.106496
107, 1.04574
108, 0.321859
109, 0.181382
110, 0.22948
111, -0.084053
112, 0.543617
113, 0.213235
114, 0.492446
115, -0.1358
116, 0.230537
117, 0.239136
118, 0.178877
119, -0.0558434
120, 0.227057
121, 0.397969
122, -0.288718
123, 0.6542
124, -0.036577
125, 0.156217
126, 0.817444
127, -0.0537752
128, 0.139344
129, 0.48625
130, 0.238271
131, 0.155304
132, -0.30424
133, 0.405328
134, 0.603194
135, 0.445858
136, 0.405844
137, 0.587062
138, 0.128589
139, 0.501931
140, -0.283392
141, 0.262735
142, 0.0388849
143, -0.0198978
144, -0.131507
145, 0.555347
146, 0.407221
147, 0.650823
148, 0.0197883
149, 0.39302
150, 0.38655
151, 0.633994
152, 0.177151
153, 0.270501
154, -0.13857
155, 0.500108
156, 0.0178778
157, -0.29559
158, 0.583948
159, 0.37581
160, 0.139201
161, 0.11224
162, 0.312541
163, -0.0973383
164, 0.106867
165, -0.247576
166, 0.592934
167, 0.360945
168, 0.226863
169, -0.205576
170, -0.544933
171, 0.455694
172, 0.170195
173, -0.138403
174, 0.37949
175, 0.143873
176, 1.42894
177, -0.148889
178, 0.238826
179, 0.0163211
180, 0.0752031
181, 0.190031
182, 0.244604
183, 0.162983
184, 0.120581
185, 0.342697
186, 0.019359
187, -0.0322932
188, -0.0848368
189, 0.21725
190, 0.363951
191, -0.388411
192, 0.488413
193, 0.437322
194, -0.155683
195, 0.649244
196, 0.112024
197, 0.0762168
198, -0.0719693
199, -0.0415241
200, 0.264346
201, 0.437882
202, -0.0468575
203, -0.252806
204, -0.094113
205, 0.511047
206, 0.378086
207, 0.803071
208, -0.466748
209, 0.0655354
210, 0.244409
211, 0.343291
212, 0.35193
213, 0.650487
214, 0.747023
215, 0.288989
216, -0.177833
217, 1.29042
218, -0.00990246
219, 0.238542
220, -0.0193863
221, 0.557706
222, 0.19594
223, 0.0466866
224, -0.317472
225, 1.18196
226, 0.634587
227, -0.0836895
228, -0.314774
229, 0.488628
230, 1.87974
231, 0.169967
232, 0.181712
233, -0.734661
234, 0.322176
235, -0.000897944
236, 0.233314
237, -0.0208432
238, 0.279646
239, 0.0740427
240, 0.777645
241, 0.494375
242, -0.169887
243, 2.15031
244, 0.644124
245, 1.34615
246, 0.0355698
247, 0.0145716
248, 0.0598681
249, 0.586717
250, 0.214715
251, -0.744166
252, 0.413171
253, -0.254196
254, 1.29803
255, -0.365383
256, 0.661792
257, 0.530993
258, 0.837443
259, 0.360628
260, 0.964545
261, 0.973326
262, 0.298372
263, 0.193662
264, 1.35757
265, 0.246538
266, -0.10981
267, 0.653199
268, 0.106643
269, 0.405546
270, 0.387077
271, -0.299522
272, 1.21492
273, 0.143577
274, 0.175752
275, -0.531802
276, 1.24342
277, 0.295275
278, 0.0691481
279, -0.0927263
280, 0.23204
281, 0.316994
282, 0.112889
283, 0.927555
284, 0.214572
285, 0.0973557
286, 0.376787
287, 0.43986
288, -0.0602999
289, -0.0200062
290, -0.453759
291, -0.095756
292, 0.00551221
293, 0.577988
294, 0.454258
295, 0.190141
296, 0.270519
297, 0.58003
298, 0.0146429
299, 0.453591
300, 0.168931
301, 0.209681
302, 0.19864
303, 0.736108
304, -0.3165
305, 0.620755
306, 0.571452
307, 0.290105
308, 0.17499
309, 0.621541
310, 0.578076
311, 0.299206
312, 0.485617
313, 0.164604
314, 0.268605
315, 0.485728
316, 0.222687
317, 0.44483
318, 0.79911
319, 0.458283
320, 0.285761
321, 0.471446
322, -0.0634112
323, -0.0237828
324, 0.068641
325, 0.510246
326, 0.571623
327, 0.586271
328, -0.0671918
